filename,label,crop,disease,source,path
image-00001.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00001.jpg
image-00002.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00002.jpg
image-00003.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00003.jpg
image-00004.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00004.jpg
image-00005.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00005.jpg
image-00006.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00006.jpg
image-00007.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00007.jpg
image-00008.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00008.jpg
image-00009.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00009.jpg
image-00010.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00010.jpg
image-00011.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00011.jpg
image-00012.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00012.jpg
image-00013.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00013.jpg
image-00014.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00014.jpg
image-00015.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00015.jpg
image-00016.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00016.jpg
image-00017.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00017.jpg
image-00018.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00018.jpg
image-00019.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00019.jpg
image-00020.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00020.jpg
image-00021.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00021.jpg
image-00022.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00022.jpg
image-00023.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00023.jpg
image-00024.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00024.jpg
image-00025.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00025.jpg
image-00026.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00026.jpg
image-00027.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00027.jpg
image-00028.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00028.jpg
image-00029.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00029.jpg
image-00030.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00030.jpg
image-00031.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00031.jpg
image-00032.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00032.jpg
image-00033.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00033.jpg
image-00034.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00034.jpg
image-00035.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00035.jpg
image-00036.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00036.jpg
image-00037.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00037.jpg
image-00038.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00038.jpg
image-00039.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00039.jpg
image-00040.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00040.jpg
image-00041.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00041.jpg
image-00042.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00042.jpg
image-00043.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00043.jpg
image-00044.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00044.jpg
image-00045.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00045.jpg
image-00046.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00046.jpg
image-00047.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00047.jpg
image-00048.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00048.jpg
image-00049.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00049.jpg
image-00050.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00050.jpg
image-00051.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00051.jpg
image-00052.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00052.jpg
image-00053.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,plantvillage,PlantVillage_processed/pepper_bell_bacterial_spot/image-00053.jpg
